sender,receiver,receiver_2,event_day,rec_pub_day,rec_pub_year,rec_pub_day_2,rec_pub_year_2,lag,lag_2,jac_sim,jac_sim_2,cumu_cit_rec,cumu_cit_rec_2,rec_outd,rec_outd_2,tfe,tfe_2,sim,sim_2
8176787,6875177,4948321,13284,10687,2005,5339,1990,2597,7945,0.5,0.0,1,6.0,19,13,2597,1267.0,0.4814903736114502,0.1559775024652481
8178784,6627314,7189440,13284,10134,2003,11394,2007,3150,1890,0.0,0.0,27,7.0,15,1,7,805.0,0.27956846356391907,0.1869606226682663
8177620,6309300,4688688,13284,9434,2001,4254,1987,3850,9030,0.5,0.0,390,5.0,16,2,0,448.0,0.6509302854537964,0.352191686630249
8181177,7584232,7400661,13284,12297,2009,11884,2008,987,1400,1.0,0.0,3,1.0,2,6,224,1400.0,0.5765366554260254,0.1470186710357666
8176782,5488862,4354552,13284,7341,1996,2483,1982,5943,10801,1.0,0.0,131,11.0,5,2,28,238.0,0.3148881793022156,0.23300430178642273
8185840,4570217,7702678,13291,3694,1986,12528,2010,9597,763,1.0,1.0,294,1.0,5,7,21,763.0,0.43588873744010925,0.15118403732776642
8185813,5596700,7210766,13291,7691,1997,11443,2007,5600,1848,1.0,0.0,123,1.0,7,5,70,1848.0,0.42577964067459106,0.24073229730129242
8185441,6466917,4354632,13291,9784,2002,2483,1982,3507,10808,1.0,0.0,70,3.0,71,3,14,2142.0,0.15381436049938202,0.08824294060468674
8185224,6793491,4692388,13291,10491,2004,4268,1987,2800,9023,0.0,0.0,9,4.0,5,1,42,91.0,0.4979827404022217,0.12245651334524155
8182514,6416515,4593980,13291,9686,2002,3813,1986,3605,9478,1.0,0.0,123,3.0,236,1,7,4669.0,0.4605771601200104,0.14787356555461884
8181559,5249496,7692195,13291,6487,1993,12514,2010,6804,777,0.0,0.0,52,1.0,6,4,119,777.0,0.4911426603794098,0.15970146656036377
8184974,7344102,7192082,13291,11765,2008,11401,2007,1526,1890,0.0,0.0,1,1.0,3,4,1526,1890.0,0.21421381831169128,0.2513868808746338
8185241,6636781,4352550,13291,10155,2003,2469,1982,3136,10822,0.0,0.0,21,23.0,5,7,63,4956.0,0.2596644163131714,0.3310167193412781
8182040,5100202,4120604,13291,5934,1992,1020,1978,7357,12271,1.0,0.0,16,14.0,10,2,140,2730.0,0.5503215193748474,0.32005277276039124
8182693,5635071,6049484,13291,7824,1997,8867,2000,5467,4424,1.0,0.0,23,10.0,16,10,7,1512.0,0.5664515495300293,0.23257069289684296
8184940,6614980,4359677,13291,10106,2003,2511,1982,3185,10780,1.0,0.0,68,7.0,7,3,63,1897.0,0.5057951807975769,-0.016199134290218353
8184453,5766972,5181757,13291,8202,1998,6235,1993,5089,7056,0.0,0.0,127,7.0,20,5,84,903.0,0.5416226983070374,0.22615133225917816
8191080,7774772,7095638,13298,12640,2010,11191,2006,658,2107,1.0,0.0,2,3.0,10,10,119,77.0,0.5180720090866089,0.19245274364948273
8186349,6796309,7579377,13298,10498,2004,12290,2009,2800,1008,1.0,0.5,10,3.0,21,2,56,553.0,0.6732320189476013,0.08564701676368713
8190170,6131121,6530474,13298,9049,2000,9931,2003,4249,3367,0.0,0.0,153,5.0,4,8,0,1365.0,0.44647571444511414,0.18353775143623352
8187304,5893889,4171532,13298,8503,1999,1384,1979,4795,11914,1.0,0.0,319,6.0,5,2,0,5859.0,0.3527814447879791,0.28924307227134705
8187619,5955110,4474841,13298,8664,1999,3197,1984,4634,10101,1.0,0.0,78,3.0,14,1,84,2450.0,0.5043744444847107,0.18757851421833038
8188632,4270065,4413429,13298,1972,1981,2868,1983,11326,10430,1.0,0.0,7,21.0,1,1,91,777.0,0.4657438099384308,0.0916404202580452
8189139,6911271,5166793,13298,10771,2005,6172,1992,2527,7126,0.0,0.0,19,4.0,5,6,357,1841.0,0.30663394927978516,0.2776308059692383
8189747,7177415,4047165,13298,11366,2007,614,1977,1932,12684,1.0,0.0,4,10.0,7,1,245,4956.0,0.4635258615016937,0.2482690066099167
8194133,6046837,4532713,13305,8860,2000,3505,1985,4445,9800,0.0,0.0,62,16.0,8,1,21,49.0,0.2959412634372711,0.23385830223560333
8195296,5312439,4906676,13305,6711,1994,5178,1990,6594,8127,1.0,0.0,196,12.0,2,9,14,1253.0,0.4401862919330597,0.18437063694000244
8192733,6399114,5904158,13305,9651,2002,8538,1999,3654,4767,0.0,0.0,8,1.0,9,8,686,4767.0,0.49104568362236023,-0.03318355232477188
8194008,6518962,5592357,13305,9903,2003,7677,1997,3402,5628,1.0,0.0,127,11.0,10,19,0,994.0,0.4493507444858551,0.2657862901687622
8191837,7719832,6343011,13305,12556,2010,9525,2002,749,3780,0.0,0.0,1,26.0,16,5,749,14.0,0.4386143088340759,0.49409720301628113
8192480,5476472,5961918,13305,7292,1995,8678,1999,6013,4627,1.0,0.0,68,2.0,3,12,28,343.0,0.24365337193012238,0.051147136837244034
8195752,6175621,5248279,13305,9147,2001,6480,1993,4158,6825,0.0,0.0,35,12.0,10,91,14,2730.0,0.4405824840068817,0.1100502610206604
8192435,5341807,6334732,13305,6816,1994,9497,2002,6489,3808,1.0,0.0,258,1.0,17,10,7,3808.0,0.3284054398536682,0.3858872056007385
8192677,4849469,6634971,13305,4947,1989,10155,2003,8358,3150,0.0,0.0,23,2.0,3,14,2247,252.0,0.3789975345134735,0.23894023895263672
8195985,7246159,5264296,13305,11520,2007,6536,1993,1785,6769,1.0,0.0,28,4.0,2,9,0,5341.0,0.3311271369457245,0.095247283577919
8197335,6471208,4471363,13312,9798,2002,3176,1984,3514,10136,1.0,0.0,210,2.0,38,9,7,1141.0,0.733864963054657,0.25758546590805054
8198164,6249984,5186987,13312,9308,2001,6256,1993,4004,7056,0.0,0.0,11,20.0,27,6,378,112.0,0.3768461048603058,0.062140870839357376
8199933,5583962,4234837,13312,7649,1996,1783,1980,5663,11529,0.0,0.0,97,4.0,10,5,35,2940.0,0.39739561080932617,0.23808838427066803
8201152,5687375,6648356,13312,7985,1997,10183,2003,5327,3129,1.0,0.0,24,3.0,12,5,21,2611.0,0.6611437797546387,0.2662581205368042
8199663,5729535,4602640,13312,8111,1998,3862,1986,5201,9450,1.0,0.0,13,8.0,8,2,84,1547.0,0.47789445519447327,0.12121100723743439
8199446,6215102,5703701,13312,9231,2001,8034,1997,4081,5278,0.0,0.0,3,27.0,21,5,1330,1379.0,0.4086352586746216,0.3068728744983673
8197802,5167960,7785037,13312,6179,1992,12661,2010,7133,651,0.5,0.0,66,1.0,13,18,56,651.0,0.4685170650482178,0.06389271467924118
8197335,6019374,5422833,13312,8797,2000,7096,1995,4515,6216,1.0,0.0,145,27.0,19,12,7,175.0,0.6555217504501343,0.2081640511751175
8197855,4814102,4210695,13312,4828,1989,1643,1980,8484,11669,0.0,0.0,19,6.0,10,2,21,4998.0,0.24893490970134735,0.09255217760801315
8199785,6563623,6181534,13312,9994,2003,9161,2001,3318,4151,0.5,0.0,42,30.0,8,6,56,392.0,0.37939104437828064,0.15860971808433533
8197423,7347926,4592975,13312,11772,2008,3806,1986,1540,9506,0.0,0.0,26,10.0,3,8,0,4151.0,0.27425628900527954,0.0735723227262497
8202502,6384125,6531824,13319,9623,2002,9931,2003,3696,3388,0.0,0.0,13,6.0,8,12,84,294.0,0.5432729125022888,0.03801501914858818
8201315,6065737,5856605,13319,8909,2000,8405,1999,4410,4914,0.0,0.0,7,3.0,4,2,700,749.0,0.3507034480571747,0.10640610009431839
8203908,6002643,5948294,13319,8748,1999,8650,1999,4571,4669,0.0,0.0,13,2.0,8,2,91,3521.0,0.6171153783798218,0.33103975653648376
8201444,7294252,6911763,13319,11639,2007,10771,2005,1680,2548,1.0,0.0,6,4.0,7,21,35,1568.0,0.41824862360954285,0.20507898926734924
8202760,5574291,7664685,13319,7621,1996,12465,2010,5698,854,1.0,0.0,79,1.0,3,8,84,854.0,0.5641059279441833,0.1513090580701828
8204945,5539824,4965166,13319,7509,1996,5409,1990,5810,7910,0.0,0.0,53,37.0,4,5,56,14.0,0.2503543794155121,0.05802754685282707
8203080,5326636,7566781,13319,6760,1994,12262,2009,6559,1057,0.0,0.0,45,1.0,29,2,441,1057.0,0.20753827691078186,0.047994714230298996
8209055,6243657,5135682,13326,9287,2001,6060,1992,4039,7266,0.0,0.0,53,13.0,42,3,35,3612.0,0.37928417325019836,0.06900345534086227
8206638,5525227,7389757,13326,7467,1996,11863,2008,5859,1463,0.0,0.0,4,1.0,2,4,77,1463.0,0.48805251717567444,0.15805168449878693
8207944,5714984,4163931,13326,8069,1998,1314,1979,5257,12012,0.0,0.0,19,7.0,6,2,70,3360.0,0.40669748187065125,0.28793662786483765
8206087,7175387,5806272,13326,11366,2007,8293,1998,1960,5033,1.0,0.0,1,14.0,10,19,1960,490.0,0.720706582069397,0.3966766893863678
8206317,6275717,6699288,13326,9357,2001,10288,2004,3969,3038,1.0,1.0,205,6.0,43,5,0,161.0,0.25585344433784485,0.08850667625665665
8205684,5372420,7334412,13326,6921,1994,11744,2008,6405,1582,0.5,0.0,24,1.0,7,7,427,1582.0,0.30991804599761963,0.21235904097557068
8211451,6102254,5588862,13333,8993,2000,7670,1996,4340,5663,0.0,0.0,17,5.0,24,3,7,3619.0,0.5107719302177429,0.12836994230747223
8210402,4494734,4024495,13333,3309,1985,502,1977,10024,12831,0.0,0.0,14,17.0,2,1,189,518.0,0.45855411887168884,0.16797852516174316
8210364,5127546,5729219,13333,6032,1992,8111,1998,7301,5222,0.0,0.0,13,27.0,3,9,84,77.0,0.2764867842197418,0.09859932959079742
8213466,6185255,5806538,13333,9168,2001,8293,1998,4165,5040,0.5,0.0,25,7.0,2,5,0,2079.0,0.18475958704948425,-0.0059209661558270454
8212536,7667991,4367054,13333,12472,2010,2560,1983,861,10773,0.0,0.0,2,10.0,1,3,217,7.0,0.22712360322475433,0.16664345562458038
8209784,4947490,7077738,13333,5339,1990,11156,2006,7994,2177,1.0,0.0,15,2.0,5,8,231,987.0,0.5617243647575378,0.23688818514347076
8211629,6003678,4196750,13333,8755,1999,1559,1980,4578,11774,0.0,0.0,22,2.0,3,3,35,11060.0,0.21699464321136475,0.18542276322841644
8213526,6411649,5134263,13333,9672,2002,6053,1992,3661,7280,0.0,0.0,17,9.0,8,7,210,77.0,0.5947001576423645,0.14774902164936066
8211515,6685998,5644143,13333,10260,2004,7852,1997,3073,5481,1.0,0.0,8,2.0,8,4,658,4445.0,0.6748864054679871,0.14088310301303864
8218735,5903726,7691980,13340,8531,1999,12514,2010,4809,826,0.0,0.0,65,4.0,6,6,35,182.0,0.4994172155857086,0.12048240751028061
8218899,8014575,7925075,13340,13032,2011,12885,2011,308,455,0.5,1.0,1,1.0,10,30,308,455.0,0.42010965943336487,0.4219801425933838
8218709,5227127,7762574,13340,6403,1993,12626,2010,6937,714,1.0,0.0,2,2.0,2,7,4893,469.0,0.5524414777755737,0.19638372957706451
8215122,4766735,5200214,13340,4625,1988,6305,1993,8715,7035,0.0,0.0,19,11.0,5,10,287,2100.0,0.6411898136138916,-0.06257598102092743
8216267,6261316,5777470,13340,9329,2001,8223,1998,4011,5117,1.0,0.0,97,1.0,83,15,14,5117.0,0.39922887086868286,0.06029684096574783
8217594,6012826,5945958,13340,8776,2000,8643,1999,4564,4697,0.0,0.0,30,8.0,1,5,560,532.0,0.3770957887172699,0.058947812765836716
8216174,6379740,4223761,13340,9616,2002,1727,1980,3724,11613,0.5,0.0,10,4.0,5,1,14,2667.0,0.34343138337135315,0.15160202980041504
8215900,4494287,5662221,13340,3309,1985,7915,1997,10031,5425,0.0,0.0,23,14.0,7,19,602,476.0,0.42880046367645264,0.2930244505405426
8215124,4292816,4925736,13340,2105,1981,5248,1990,11235,8092,0.0,0.0,9,17.0,1,3,1386,105.0,0.5063439011573792,0.13255296647548676
8224411,6526300,6527874,13347,9917,2003,9924,2003,3430,3423,1.0,0.0,193,3.0,7,10,0,1379.0,0.5363057255744934,0.036033809185028076
8223943,5727002,4592741,13347,8104,1998,3806,1986,5243,9541,0.5,0.0,164,19.0,9,2,0,35.0,0.30970603227615356,0.18307839334011078
8223898,5241561,4059560,13347,6452,1993,691,1977,6895,12656,0.5,0.0,127,3.0,4,1,49,8701.0,0.33073684573173523,-0.009599870070815086
8223531,5375250,5148558,13347,6928,1994,6109,1992,6419,7238,0.0,0.0,26,20.0,11,8,28,343.0,0.5396714806556702,0.2719378173351288
8221144,5662480,4074003,13347,7915,1997,775,1978,5432,12572,1.0,0.0,12,3.0,2,1,637,539.0,0.45437660813331604,0.24713560938835144
8223777,5966649,5385559,13347,8685,1999,6970,1995,4662,6377,1.0,0.0,12,17.0,9,7,154,70.0,0.3746565878391266,0.1936669647693634
8225181,7661054,4118178,13347,12458,2010,1006,1978,889,12341,0.2,0.0,11,12.0,6,1,21,1757.0,0.6373839974403381,0.35266363620758057
8220702,5597114,4426686,13347,7698,1997,2938,1984,5649,10409,1.0,0.0,20,6.0,7,2,21,3178.0,0.2730545401573181,0.18073035776615143
8224953,6122639,5497628,13347,9028,2000,7376,1996,4319,5971,1.0,0.0,136,6.0,11,2,35,371.0,0.49230286478996277,0.2466798573732376
8224413,6629934,7182979,13347,10141,2003,11380,2007,3206,1967,0.5,0.0,50,4.0,117,32,35,315.0,0.4588888883590698,0.23152539134025574
8224853,6345278,4026375,13347,9532,2002,516,1977,3815,12831,1.0,0.0,136,6.0,15,1,7,4116.0,0.4713064432144165,0.1639903336763382
8222969,5386203,7098663,13347,6970,1995,11198,2006,6377,2149,0.0,0.0,42,3.0,1,4,203,1078.0,0.5276634097099304,0.2064518928527832
8223021,6942518,6535790,13347,10848,2005,9938,2003,2499,3409,0.0,0.0,165,10.0,267,7,0,756.0,0.485668808221817,0.1692705899477005
8225214,5761662,6528687,13347,8188,1998,9924,2003,5159,3423,1.0,0.0,387,4.0,7,2,7,637.0,0.4364529848098755,0.20258457958698273
8220334,5957846,4991377,13347,8671,1999,5521,1991,4676,7826,0.0,0.0,81,9.0,47,2,7,56.0,0.5854740738868713,0.14364296197891235
8227957,7839028,7051840,13354,12745,2010,11107,2006,609,2247,1.0,0.0,3,3.0,83,9,280,252.0,0.4285682141780853,0.2592217028141022
8226674,5507292,4525664,13354,7411,1996,3463,1985,5943,9891,1.0,0.0,46,7.0,34,2,49,336.0,0.4307902157306671,0.2248418778181076
8226558,5830341,6704974,13354,8342,1998,10302,2004,5012,3052,0.0,0.0,81,2.0,30,8,0,2037.0,0.3542131781578064,0.1708022654056549
8226555,7875293,4336032,13354,12808,2011,2364,1982,546,10990,0.5,0.0,7,8.0,349,1,7,2317.0,0.3275430202484131,0.18546585738658905
8226374,5418984,5502329,13354,7089,1995,7390,1996,6265,5964,0.0,0.0,14,5.0,10,10,987,21.0,0.2910744547843933,0.22239524126052856
8226675,6319221,5817406,13354,9455,2001,8314,1998,3899,5040,1.0,0.0,7,13.0,36,6,63,7.0,0.2498025745153427,0.25419798493385315
8225980,7025747,7009974,13354,11058,2006,11023,2006,2296,2331,1.0,0.0,28,10.0,41,6,42,371.0,0.34310364723205566,0.1373748779296875
8228879,5367558,4470521,13354,6900,1994,3176,1984,6454,10178,1.0,0.0,175,17.0,4,2,35,203.0,0.41025954484939575,0.21508467197418213
8233959,7624028,4187910,13361,12381,2009,1503,1980,980,11858,0.0,0.0,41,6.0,511,2,0,448.0,0.32694122195243835,0.11250918358564377
8230562,7388318,4529387,13361,11856,2008,3484,1985,1505,9877,0.0,0.0,18,16.0,6,3,56,686.0,0.49760329723358154,0.19647535681724548
8233471,5550358,4313256,13361,7544,1996,2224,1982,5817,11137,0.0,0.0,58,13.0,14,7,14,371.0,0.5019468069076538,0.13748250901699066
8232523,7329868,5128424,13361,11730,2008,6032,1992,1631,7329,0.0,0.0,1,13.0,22,7,1631,798.0,0.44637683033943176,0.07143700122833252
8234128,5573506,6966924,13361,7621,1996,10918,2005,5740,2443,0.0,0.0,120,5.0,23,19,0,21.0,0.31044015288352966,0.1900186985731125
8231628,4217902,4128531,13361,1692,1980,1069,1978,11669,12292,1.0,0.0,131,6.0,1,1,7,7336.0,0.21383261680603027,0.21009615063667297
8236019,6679899,6298037,13368,10246,2004,9406,2001,3122,3962,1.0,0.0,20,24.0,24,3,14,21.0,0.4701831340789795,0.11168042570352554
8236121,4946527,6381695,13368,5332,1990,9616,2002,8036,3752,1.0,0.0,127,4.0,30,7,0,42.0,0.24686723947525024,0.11238352954387665
8236242,5422246,7896512,13368,7096,1995,12843,2011,6272,525,0.0,0.0,98,1.0,9,3,0,525.0,0.2576490342617035,0.22630617022514343
8238888,5948061,5519382,13368,8650,1999,7446,1996,4718,5922,0.0,0.0,1047,4.0,11,3,7,217.0,0.3507591485977173,0.40301090478897095
8237285,6268619,7727469,13368,9343,2001,12570,2010,4025,798,1.0,0.0,6,1.0,7,7,1253,798.0,0.49912697076797485,0.2565504312515259
8238200,5168479,7562603,13368,6179,1992,12255,2009,7189,1113,0.5,0.0,7,1.0,1,3,2114,1113.0,0.31970611214637756,0.19536268711090088
8236040,4878906,4759633,13368,5059,1989,4590,1988,8309,8778,1.0,0.0,611,8.0,7,4,7,252.0,0.5417390465736389,0.2620023190975189
8235901,4454597,5242143,13368,3085,1984,6459,1993,10283,6909,0.0,0.0,7,10.0,1,3,217,105.0,0.216502383351326,0.2498481124639511
8236242,4655880,5546773,13368,4114,1987,7537,1996,9254,5831,1.0,0.0,243,10.0,14,1,0,280.0,0.285749226808548,0.14127561450004578
8236534,6136577,6831518,13368,9063,2000,10575,2004,4305,2793,0.5,0.0,40,3.0,21,4,21,350.0,0.4386194944381714,0.192660391330719
8236730,5998332,6966677,13368,8741,1999,10918,2005,4627,2450,1.0,0.0,16,8.0,16,5,371,84.0,0.5801606178283691,0.1558120846748352
8244442,6155365,4356281,13375,9105,2000,2490,1982,4270,10885,1.0,0.0,19,3.0,13,3,21,294.0,0.4679528474807739,-0.03068464808166027
8241279,6837846,5440672,13375,10596,2005,7159,1995,2779,6216,0.0,0.0,24,10.0,104,8,70,742.0,0.38638976216316223,0.1917726993560791
8244944,7966037,5684835,13375,12955,2011,7978,1997,420,5397,0.5,0.3333333333333333,2,10.0,4,6,28,70.0,0.6208330988883972,0.026056958362460136
8241330,6238397,3993787,13375,9280,2001,327,1976,4095,13048,1.0,0.0,112,18.0,37,1,0,3171.0,0.44399937987327576,0.33685559034347534
8243847,5357145,4744472,13375,6865,1994,4520,1988,6510,8855,0.5,0.0,39,7.0,1,3,7,3829.0,0.43896493315696716,0.14468657970428467
8241266,5964767,7623085,13375,8685,1999,12381,2009,4690,994,1.0,0.0,48,2.0,7,19,0,112.0,0.3658107817173004,0.28289851546287537
8241284,7435249,4048244,13375,11975,2008,621,1977,1400,12754,1.0,0.0,44,6.0,358,2,0,1575.0,0.48229604959487915,0.06950502842664719
8240683,7604450,8008258,13375,12346,2009,13025,2011,1029,350,0.0,0.0,1,1.0,19,11,1029,350.0,0.4098275899887085,0.036187902092933655
8241346,6432131,5507969,13375,9721,2002,7411,1996,3654,5964,1.0,0.0,30,8.0,23,5,7,2135.0,0.5445250868797302,0.13632820546627045
8249865,5289372,6479303,13382,6627,1994,9812,2002,6755,3570,0.0,0.0,78,5.0,7,39,77,910.0,0.23004518449306488,-0.0152807105332613
8247020,5656036,4042169,13382,7894,1997,593,1977,5488,12789,0.0,0.0,72,11.0,9,1,14,1008.0,0.2255932092666626,0.3802680969238281
8247051,4959421,5822404,13382,5381,1990,8321,1998,8001,5061,0.0,0.0,11,23.0,7,18,77,154.0,0.4159921407699585,0.12128947675228119
8250503,5773994,5484018,13382,8216,1998,7320,1996,5166,6062,0.0,0.0,55,5.0,14,2,28,2205.0,0.41601115465164185,0.16181804239749908
8245995,5439305,5590468,13382,7159,1995,7677,1997,6223,5705,0.0,0.0,50,10.0,6,48,28,49.0,0.3069623112678528,0.3324291706085205
8246636,5972005,4027382,13382,8699,1999,523,1977,4683,12859,1.0,0.0,22,10.0,17,2,7,6384.0,0.4721597135066986,0.10767026990652084
8247677,6296489,4244785,13382,9406,2001,1839,1981,3976,11543,0.0,0.0,21,1.0,9,3,35,11543.0,0.5062392354011536,0.11845576018095016
8245402,7877877,7349918,13382,12815,2011,11772,2008,567,1610,1.0,0.0,1,1.0,3,19,567,1610.0,0.8179643154144287,0.08790207654237747
8252057,5297536,6963454,13389,6662,1994,10904,2005,6727,2485,1.0,0.0,98,2.0,5,13,0,1218.0,0.4636796712875366,0.37110158801078796
8253368,5020186,4094545,13389,5633,1991,894,1978,7756,12495,0.0,0.0,69,6.0,6,1,14,679.0,0.2408495396375656,0.13930843770503998
8250969,4681028,7274756,13389,4219,1987,11590,2007,9170,1799,1.0,0.0,12,1.0,1,6,1050,1799.0,0.5971084237098694,0.26853013038635254
8251162,4457387,4499423,13389,3106,1984,3330,1985,10283,10059,1.0,0.0,9,17.0,3,5,378,63.0,0.4290234446525574,0.2603893578052521
re43619,6407554,7768797,13389,9665,2002,12633,2010,3724,756,0.3333333333333333,0.0,44,1.0,4,2,21,756.0,0.4827297329902649,0.3864007890224457
8255030,7074307,4725114,13389,11149,2006,4429,1988,2240,8960,0.5,0.0,234,6.0,67,8,0,1477.0,0.5533034205436707,0.12541358172893524
8250918,7132722,5242276,13389,11268,2006,6459,1993,2121,6930,0.0,0.0,9,9.0,4,3,14,2373.0,0.6164548993110657,0.2940734624862671
8253833,6061093,4159084,13389,8895,2000,1272,1979,4494,12117,1.0,0.0,13,3.0,13,1,189,4438.0,0.3751561641693115,0.011946392245590687
8251992,6258087,5786227,13389,9322,2001,8244,1998,4067,5145,1.0,0.0,160,19.0,146,18,0,266.0,0.28906428813934326,0.25298768281936646
8254491,5444667,5633628,13389,7173,1995,7817,1997,6216,5572,0.0,0.0,105,15.0,3,4,7,735.0,0.23133152723312378,0.18176528811454773
8252100,5772738,6345343,13389,8216,1998,9532,2002,5173,3857,0.5,0.0,43,4.0,10,24,0,301.0,0.4175845682621002,0.04248950257897377
8254404,6292479,6815608,13389,9392,2001,10540,2004,3997,2849,1.0,0.0,107,1.0,27,2,14,2849.0,0.46528762578964233,0.040374964475631714
8256305,6851255,6488439,13396,10631,2005,9833,2002,2765,3563,0.0,0.0,3,8.0,4,9,854,140.0,0.543699324131012,0.2653541564941406
8256584,6491352,4055647,13396,9840,2002,663,1977,3556,12733,0.0,0.0,7,2.0,17,1,35,8029.0,0.6641282439231873,0.15494374930858612
8257112,6591907,4412225,13396,10057,2003,2854,1983,3339,10542,0.0,0.0,171,15.0,231,2,0,1330.0,0.09726759046316147,0.13562150299549103
8257968,5994071,4020499,13396,8734,1999,481,1977,4662,12915,0.3333333333333333,0.0,29,3.0,3,1,56,2492.0,0.29539331793785095,0.2458096444606781
8261094,6570555,4721138,13396,10008,2003,4408,1988,3388,8988,0.0,0.0,90,21.0,12,1,7,140.0,0.235513836145401,0.15137536823749542
8257398,6716213,5233620,13396,10323,2004,6424,1993,3073,6972,1.0,0.0,84,11.0,10,5,0,686.0,0.4996545612812042,0.21896514296531677
8257554,5624743,6209677,13396,7789,1997,9224,2001,5607,4172,0.0,0.0,13,20.0,6,8,441,651.0,0.47246497869491577,0.22329062223434448
8257416,6935761,5546288,13396,10834,2005,7530,1996,2562,5866,0.0,0.0,13,8.0,29,11,91,1057.0,0.32977768778800964,0.28483515977859497
8264616,6392710,5868565,13403,9637,2002,8440,1999,3766,4963,0.5,0.0,21,5.0,33,9,35,21.0,0.3902885317802429,0.0903250128030777
8265726,5556524,4356702,13403,7565,1996,2497,1982,5838,10906,0.0,0.0,106,9.0,1,1,0,7.0,0.3167313039302826,0.270908385515213
8266016,6496793,6841075,13403,9847,2002,10603,2005,3556,2800,1.0,0.0,29,8.0,7,11,14,119.0,0.1569637656211853,0.11929143965244293
8265605,6738647,4080278,13403,10365,2004,810,1978,3038,12593,0.5,0.0,22,8.0,92,2,14,4753.0,0.3019110858440399,0.16261817514896393
8265549,6023605,4691130,13403,8804,2000,4261,1987,4599,9142,1.0,0.0,114,6.0,7,1,21,2086.0,0.43171530961990356,0.15671856701374054
8265902,6331999,5754476,13403,9483,2001,8174,1998,3920,5229,0.0,0.0,15,2.0,41,12,231,448.0,0.6201741099357605,0.26798075437545776
8262459,4695053,6910558,13403,4282,1987,10771,2005,9121,2632,1.0,0.0,651,3.0,2,9,0,553.0,0.5658091306686401,0.30925649404525757
8261822,4651822,4081007,13403,4100,1987,817,1978,9303,12586,1.0,0.0,3,5.0,6,2,7644,1890.0,0.38658228516578674,0.2683616578578949
8262990,4824641,5931959,13403,4863,1989,8615,1999,8540,4788,0.3333333333333333,0.0,64,15.0,12,2,7,21.0,0.3776260018348694,0.17951083183288574
8263667,5626883,7099499,13403,7796,1997,11198,2006,5607,2205,0.0,0.0,34,3.0,2,5,0,42.0,0.4742027223110199,0.05546644702553749
8265395,6363173,6218579,13403,9581,2002,9238,2001,3822,4165,1.0,0.0,13,4.0,5,5,14,616.0,0.3727956712245941,0.21354368329048157
8266304,7200632,6837891,13403,11415,2007,10596,2005,1988,2807,1.0,0.0,20,15.0,55,65,0,70.0,0.4719306230545044,0.04014460742473602
8264575,6714665,4432375,13403,10316,2004,2973,1984,3087,10430,0.0,0.0,170,9.0,15,4,0,287.0,0.47455060482025146,0.30011922121047974
8263580,5612327,6581524,13403,7747,1997,10036,2003,5656,3367,1.0,0.0,7,2.0,1,9,420,364.0,0.47876766324043274,0.1457616686820984
8266593,6718535,6039948,13403,10323,2004,8846,2000,3080,4557,1.0,0.0,243,2.0,108,9,0,861.0,0.3198741376399994,0.0020974597427994013
8266124,5787234,7427410,13403,8244,1998,11954,2008,5159,1449,1.0,0.0,63,2.0,3,11,7,1071.0,0.27703890204429626,-0.07990895956754684
8263581,6537573,6086799,13403,9945,2003,8958,2000,3458,4445,1.0,0.0,5,10.0,10,46,14,147.0,0.517413854598999,0.22278009355068207
8261674,7377733,5714028,13403,11835,2008,8069,1998,1568,5334,0.0,0.0,3,10.0,5,2,140,1722.0,0.3863450288772583,0.21861204504966736
8266819,5640783,4337661,13410,7845,1997,2378,1982,5565,11032,1.0,0.0,12,9.0,3,9,217,1113.0,0.6599066257476807,0.22167527675628662
8269326,6281046,5652410,13410,9371,2001,7880,1997,4039,5530,1.0,0.0,65,10.0,7,17,112,518.0,0.7043495178222656,0.5140751004219055
8267928,8012150,7802750,13410,13032,2011,12689,2010,378,721,1.0,0.0,3,1.0,454,4,14,721.0,0.7577393651008606,0.35427066683769226
8267673,7121368,4170031,13410,11247,2006,1370,1979,2163,12040,0.0,0.0,4,4.0,19,1,21,2569.0,0.5705403089523315,0.37340086698532104
8267999,6231609,4850026,13410,9266,2001,4947,1989,4144,8463,1.0,0.0,132,20.0,11,10,0,721.0,0.6209684014320374,0.08974774181842804
8271306,6594635,6629332,13410,10057,2003,10141,2003,3353,3269,1.0,0.0,45,15.0,22,9,21,448.0,0.5090314745903015,0.16966861486434937
8267814,6929572,7335999,13410,10820,2005,11744,2008,2590,1666,0.5,0.0,9,1.0,4,18,0,1666.0,0.5890819430351257,0.14729459583759308
8267315,6183362,4016007,13410,9168,2001,460,1977,4242,12950,0.5,0.0,102,27.0,4,1,21,581.0,0.38371264934539795,0.12131869047880173
8272036,6339404,4453331,13410,9511,2002,3085,1984,3899,10325,0.0,0.0,43,2.0,15,1,70,5005.0,0.2518978416919708,0.15495073795318604
8271129,5634239,4574151,13410,7824,1997,3715,1986,5586,9695,0.0,0.0,24,2.0,6,2,0,8491.0,0.14155907928943634,0.1093742623925209
8274479,7006077,5166586,13417,11016,2006,6172,1992,2401,7245,0.5,0.0,23,7.0,18,4,63,469.0,0.5822517275810242,0.445679247379303
8272188,4402778,7276698,13417,2805,1983,11597,2007,10612,1820,0.0,0.0,25,3.0,2,3,476,245.0,0.47678980231285095,0.17796343564987183
