sender,receiver,receiver_2,event_day,rec_pub_day,rec_pub_year,rec_pub_day_2,rec_pub_year_2,lag,lag_2,jac_sim,jac_sim_2,cumu_cit_rec,cumu_cit_rec_2,rec_outd,rec_outd_2,tfe,tfe_2,sim,sim_2
7245741,6813371,5334775,11520,10533,2004,6788,1994,987,4732,1.0,0.0,1,3.0,9,17,987,371.0,0.5319157838821411,0.11017158627510071
7247531,5318921,5701159,11527,6732,1994,8027,1997,4795,3500,1.0,0.0,9,5.0,2,1,2632,7.0,0.392524778842926,0.23940977454185486
7247970,6841919,5094364,11527,10603,2005,5913,1992,924,5614,1.0,0.0,4,4.0,6,4,35,2156.0,0.6753652095794678,0.1559464931488037
7246572,4503809,5360326,11527,3358,1985,6879,1994,8169,4648,1.0,0.0,2,2.0,2,4,483,3297.0,0.6393015384674072,0.3167339265346527
7249000,6560543,5543174,11527,9987,2003,7523,1996,1540,4004,0.0,0.0,8,12.0,16,17,315,1001.0,0.5029516816139221,0.16659103333950043
7250904,6583758,5754722,11534,10036,2003,8174,1998,1498,3360,0.5,0.0,4,12.0,11,4,238,455.0,0.5412209630012512,0.2653377056121826
7250176,4525352,4384002,11534,3463,1985,2693,1983,8071,8841,1.0,0.0,10,3.0,2,3,287,1939.0,0.5215824842453003,0.16693109273910522
7254223,5444768,4379152,11541,7173,1995,2651,1983,4368,8890,1.0,0.0,67,8.0,13,4,7,147.0,0.5492837429046631,-0.035975079983472824
7252631,5342298,4384002,11541,6816,1994,2693,1983,4725,8848,1.0,0.0,44,3.0,23,3,77,1946.0,0.4585643410682678,0.013286197558045387
7254287,6417892,5894936,11541,9686,2002,8510,1999,1855,3031,0.0,0.0,14,5.0,80,9,70,609.0,0.26264140009880066,0.18822935223579407
7251850,6557203,4195248,11541,9987,2003,1545,1980,1554,9996,1.0,0.0,2,3.0,1,4,147,4578.0,0.4852844774723053,0.09929975867271423
7253109,4514437,6219318,11541,3407,1985,9238,2001,8134,2303,0.0,0.0,48,4.0,5,4,392,427.0,0.3410375118255615,0.013722117990255356
7252146,5545824,5665942,11541,7530,1996,7922,1997,4011,3619,0.0,0.0,23,2.0,12,52,35,2800.0,0.35959210991859436,0.22395651042461395
7255197,4539947,4225437,11548,3540,1985,1734,1980,8008,9814,0.5,0.0,25,10.0,2,1,182,1953.0,0.5415583848953247,0.2121947705745697
7255685,5211629,6032079,11548,6347,1993,8825,2000,5201,2723,1.0,1.0,44,2.0,5,99,448,133.0,0.5967725515365601,0.35759884119033813
7257645,6802000,4121022,11548,10505,2004,1020,1978,1043,10528,0.0,0.0,15,4.0,7,1,21,4004.0,0.22543206810951233,0.15173526108264923
7257079,6377640,5798969,11548,9609,2002,8272,1998,1939,3276,0.25,0.0,54,17.0,12,3,14,637.0,0.3835209012031555,0.2525709867477417
7257383,6498927,4399807,11548,9854,2002,2791,1983,1694,8757,0.5,0.0,26,6.0,7,4,91,6797.0,0.47205641865730286,0.18106640875339508
7257844,5796841,4852341,11548,8265,1998,4961,1989,3283,6587,0.5,0.0,58,2.0,12,5,0,5103.0,0.4125508666038513,0.1783287078142166
7257450,6494888,5484727,11548,9847,2002,7320,1996,1701,4228,1.0,0.0,22,5.0,26,7,63,42.0,0.41276827454566956,0.26875701546669006
7260623,6895586,4543946,11555,10729,2005,3561,1985,826,7994,0.5,0.0,7,4.0,22,4,14,4144.0,0.18081343173980713,0.14418217539787292
7258602,7118457,4398252,11555,11240,2006,2777,1983,315,8778,1.0,0.0,1,23.0,28,4,315,231.0,0.7616810202598572,0.06869924068450928
7259652,5368428,4286525,11555,6907,1994,2070,1981,4648,9485,0.0,0.0,39,7.0,4,2,49,812.0,0.15674516558647156,0.0724659189581871
7261812,6812030,7000271,11562,10533,2004,11009,2006,1029,553,1.0,0.0,7,1.0,20,13,112,553.0,0.46027353405952454,0.13570700585842133
7261472,6634796,4955479,11562,10155,2003,5367,1990,1407,6195,1.0,0.0,5,13.0,9,9,441,3080.0,0.5165342688560486,0.37087032198905945
7261744,5188639,4046745,11562,6263,1993,614,1977,5299,10948,1.0,0.0,14,4.0,6,2,28,4893.0,0.4062218964099884,0.1855451613664627
7261520,5613832,4350392,11562,7754,1997,2455,1982,3808,9107,1.0,0.0,20,3.0,4,1,28,1330.0,0.5059088468551636,0.11475887149572372
7262803,6670991,5085223,11562,10225,2003,5878,1992,1337,5684,0.3333333333333333,0.0,5,15.0,18,7,182,217.0,0.5304643511772156,0.20984087884426117
7261721,5989273,4281396,11562,8727,1999,2035,1981,2835,9527,1.0,0.0,4,1.0,8,3,14,9527.0,0.473088800907135,0.2531074285507202
7264002,5374287,6890526,11569,6928,1994,10722,2005,4641,847,1.0,0.5,44,1.0,18,9,91,847.0,0.20348437130451202,0.23377080261707306
7266414,6102887,5225192,11569,8993,2000,6396,1993,2576,5173,1.0,1.0,35,10.0,20,6,35,35.0,0.3148115873336792,0.11559829860925674
7265076,5945369,4305369,11569,8643,1999,2175,1981,2926,9394,1.0,0.0,19,7.0,2,1,224,2198.0,0.5201329588890076,0.22953791916370392
7265036,6090666,4180609,11569,8965,2000,1454,1979,2604,10115,1.0,0.0,57,31.0,4,5,14,1603.0,0.5713483691215515,0.21786971390247345
7265674,5483827,5895798,11569,7320,1996,8510,1999,4249,3059,0.0,0.0,83,1.0,36,3,28,3059.0,0.3984515964984894,0.13377654552459717
7266401,5011284,4419915,11569,5598,1991,2903,1983,5971,8666,0.5,0.0,21,6.0,2,1,1533,77.0,0.4486845135688782,0.21552181243896484
7264563,4659080,5499390,11569,4128,1987,7376,1996,7441,4193,1.0,0.0,5,18.0,3,6,2618,1918.0,0.8075543642044067,0.22838948667049408
7267253,4909700,4386374,11576,5192,1990,2707,1983,6384,8869,1.0,0.0,31,7.0,6,8,7,3255.0,0.4435688257217407,0.17832525074481964
7267587,4787867,6454990,11576,4716,1988,9763,2002,6860,1813,1.0,0.0,11,1.0,3,2,0,1813.0,0.3503512740135193,0.23408831655979156
7267357,6257613,5532343,11576,9322,2001,7488,1996,2254,4088,0.5,0.0,4,3.0,17,5,112,1673.0,0.4482654929161072,0.04306995868682861
7267675,5649923,4899851,11576,7873,1997,5157,1990,3703,6419,1.0,0.0,23,5.0,16,1,91,1904.0,0.18491406738758087,0.09743224829435349
7272640,6757706,5301515,11583,10407,2004,6676,1994,1176,4907,1.0,0.0,2,9.0,10,3,532,469.0,0.5720266699790955,0.19919486343860626
7270087,4633853,4988578,11583,4023,1987,5507,1991,7560,6076,0.0,0.0,11,19.0,2,4,392,1169.0,0.6139681935310364,0.17773525416851044
7270641,5983501,6695573,11583,8720,1999,10281,2004,2863,1302,0.0,0.0,8,1.0,3,14,0,1302.0,0.5627238154411316,0.3535807728767395
7270932,6492019,6712395,11583,9840,2002,10316,2004,1743,1267,0.0,0.0,3,1.0,23,11,112,1267.0,0.19978222250938416,0.14978325366973877
7271108,5654238,7047073,11583,7887,1997,11093,2006,3696,490,1.0,0.0,54,1.0,7,4,0,490.0,0.7368192672729492,0.13245393335819244
7270273,5984186,5026079,11583,8720,1999,5654,1991,2863,5929,1.0,0.0,29,9.0,29,1,7,280.0,0.5593465566635132,0.309131383895874
7274007,6415501,4338347,11590,9686,2002,2378,1982,1904,9212,0.5,0.0,10,7.0,34,1,140,3402.0,0.20578698813915253,0.018120799213647842
7274910,6061614,4976748,11590,8895,2000,5458,1990,2695,6132,0.0,0.0,13,4.0,30,3,224,1638.0,0.45414796471595764,0.14024239778518677
7274782,5870549,4217580,11590,8440,1999,1685,1980,3150,9905,1.0,0.0,145,2.0,22,6,7,77.0,0.4741799235343933,0.3055891990661621
7278029,5448045,6645466,11597,7187,1995,10176,2003,4410,1421,0.5,0.0,83,9.0,19,4,49,112.0,0.47365280985832214,0.014436491765081882
7275400,6898951,6347089,11597,10743,2005,9539,2002,854,2058,1.0,0.0,1,7.0,97,4,854,392.0,1.0000001192092896,0.08303830027580261
7277183,5323012,4293663,11597,6746,1994,2105,1981,4851,9492,0.0,0.0,9,12.0,11,2,49,1694.0,0.27187153697013855,0.07145079225301743
7275400,6136766,6115003,11597,9063,2000,9014,2000,2534,2583,0.0,0.0,34,11.0,33,7,77,77.0,0.4274045526981354,0.3076842427253723
7276069,5092867,7082177,11597,5906,1992,11163,2006,5691,434,1.0,0.0,37,1.0,3,6,168,434.0,0.6772210001945496,0.1268165558576584
7276017,5683331,4424487,11597,7978,1997,2924,1984,3619,8673,1.0,0.0,6,18.0,25,2,77,259.0,0.4433148205280304,-0.024704571813344955
7277099,5396567,4753693,11597,7005,1995,4562,1988,4592,7035,0.0,0.0,69,6.0,4,2,49,77.0,0.3201056122779846,0.20104631781578064
7277064,5451972,4958034,11597,7201,1995,5374,1990,4396,6223,1.0,0.0,12,3.0,3,1,147,2331.0,0.4680280387401581,0.06137274578213692
7277924,6701314,4127033,11597,10288,2004,1062,1978,1309,10535,1.0,0.0,11,3.0,6,1,84,3381.0,0.580115556716919,0.19399596750736237
7278983,5999849,5635947,11604,8741,1999,7824,1997,2863,3780,0.5,0.0,15,17.0,11,4,91,231.0,0.11255373805761337,0.15706177055835724
7278911,6116998,4381041,11604,9021,2000,2672,1983,2583,8932,0.3333333333333333,0.0,27,6.0,5,2,35,427.0,0.48269715905189514,0.1431996077299118
7278496,6571873,4488698,11604,10015,2003,3274,1984,1589,8330,1.0,0.0,4,4.0,12,5,217,819.0,0.5522566437721252,0.2548637390136719
7279521,5554670,4035628,11604,7558,1996,558,1977,4046,11046,1.0,0.0,63,19.0,17,3,63,2947.0,0.3273504972457886,0.12745258212089539
7278562,4671445,4516331,11604,4177,1987,3421,1985,7427,8183,1.0,0.0,93,8.0,7,1,49,2394.0,0.52488774061203,0.2754483222961426
7279453,4414130,6993214,11604,2868,1983,10988,2006,8736,616,0.3333333333333333,0.0,46,1.0,3,3,693,616.0,0.2814883589744568,0.1934313029050827
7280455,7126897,6195102,11604,11254,2006,9189,2001,350,2415,1.0,0.0,2,1.0,11,13,126,2415.0,0.5495253801345825,0.23640982806682587
7282525,6288266,4288381,11611,9385,2001,2077,1981,2226,9534,0.0,0.0,3,1.0,12,1,357,9534.0,0.29756009578704834,0.2939889132976532
7282447,5126006,6249921,11611,6025,1992,9308,2001,5586,2303,0.0,0.0,49,2.0,2,15,0,1687.0,0.6332024335861206,0.4150899052619934
7281607,4433752,5419614,11611,2980,1984,7089,1995,8631,4522,0.3333333333333333,0.0,7,9.0,1,13,1554,168.0,0.3002776801586151,0.42160454392433167
7282400,5883012,4677561,11611,8475,1999,4198,1987,3136,7413,1.0,0.0,21,16.0,5,4,28,2044.0,0.46543294191360474,-0.031081844121217728
7286764,5898515,5508571,11618,8517,1999,7411,1996,3101,4207,0.3333333333333333,0.0,56,16.0,6,3,42,70.0,0.2865337133407593,0.20017102360725403
7284769,5461566,6788844,11618,7236,1995,10477,2004,4382,1141,0.5,0.0,7,4.0,21,10,770,112.0,0.6219039559364319,-0.039964187890291214
7285860,6751519,5056578,11618,10393,2004,5766,1991,1225,5852,0.0,0.0,7,5.0,4,6,413,2618.0,0.2903001606464386,0.2364744246006012
7285166,6171386,5520316,11618,9140,2001,7453,1996,2478,4165,0.5,0.0,19,21.0,10,7,0,168.0,0.6582818031311035,0.03805330768227577
7285444,6692991,4887013,11618,10274,2004,5094,1989,1344,6524,1.0,0.0,3,5.0,6,6,266,455.0,0.5888899564743042,0.24167963862419128
7286750,5999698,7132429,11618,8741,1999,11268,2006,2877,350,1.0,0.0,80,1.0,3,54,0,350.0,0.22562846541404724,-0.039406996220350266
7288463,5985770,6142667,11625,8720,1999,9077,2000,2905,2548,1.0,0.0,17,6.0,10,22,42,301.0,0.3650286793708801,0.05875498428940773
7290186,6415344,5707423,11625,9679,2002,8048,1998,1946,3577,0.0,0.0,18,7.0,27,19,77,1484.0,0.3957073390483856,0.13086844980716705
7292183,6268824,6054574,11632,9343,2001,8881,2000,2289,2751,1.0,0.0,15,7.0,3,2,154,182.0,0.5211873650550842,0.1536799818277359
7292151,5711304,4150580,11632,8062,1998,1209,1979,3570,10423,0.0,0.0,16,23.0,8,1,252,252.0,0.37067845463752747,0.19116365909576416
7293277,5691778,4038673,11632,7999,1997,572,1977,3633,11060,0.5,0.0,14,16.0,6,1,147,3374.0,0.41572627425193787,0.1009579449892044
7291171,5676702,6247412,11632,7957,1997,9301,2001,3675,2331,1.0,0.0,83,2.0,5,2,42,483.0,0.43949371576309204,0.12840571999549866
7292815,6127654,4422173,11632,9042,2000,2910,1983,2590,8722,0.5,0.0,3,2.0,6,1,385,6230.0,0.32065507769584656,0.35785749554634094
7291793,6344618,5892076,11632,9532,2002,8496,1999,2100,3136,1.0,0.0,6,4.0,7,12,175,2170.0,0.45676189661026,0.24109356105327606
7291063,6458014,4656412,11632,9770,2002,4114,1987,1862,7518,1.0,0.0,23,7.0,18,1,49,707.0,0.634290874004364,0.16953349113464355
7295574,6188671,4364114,11639,9175,2001,2539,1982,2464,9100,1.0,0.0,33,6.0,3,5,21,2352.0,0.3513469099998474,0.22482122480869293
7295023,6729019,4180609,11639,10351,2004,1454,1979,1288,10185,0.0,0.0,25,31.0,37,5,21,1673.0,0.6613649725914001,0.07356704026460648
7295387,5117306,4697196,11639,5990,1992,4289,1987,5649,7350,0.5,0.0,35,15.0,8,6,14,1834.0,0.5615267753601074,0.13114777207374573
7296121,6330643,6268598,11639,9476,2001,9343,2001,2163,2296,1.0,0.0,8,3.0,6,9,35,1022.0,0.5604621767997742,0.401908814907074
7295329,6922254,6971315,11639,10799,2005,10932,2005,840,707,0.5,0.0,4,2.0,6,16,84,280.0,0.38280898332595825,0.10160008072853088
7296692,5858252,4521244,11646,8412,1999,3442,1985,3234,8204,1.0,0.0,3,4.0,17,2,658,2044.0,0.5014705061912537,0.24501173198223114
7296924,5409312,4338762,11646,7054,1995,2385,1982,4592,9261,1.0,0.0,6,4.0,2,8,889,546.0,0.3642147481441498,0.22949202358722687
7296897,5489984,6631599,11646,7341,1996,10148,2003,4305,1498,0.0,0.0,17,2.0,18,12,126,350.0,0.37860730290412903,0.286281555891037
7297958,4792900,5525112,11646,4737,1988,7467,1996,6909,4179,0.0,0.0,42,11.0,8,18,7,791.0,0.5149640440940857,0.12658214569091797
7297716,5196428,4973152,11646,6291,1993,5444,1990,5355,6202,0.3333333333333333,0.0,7,4.0,7,5,1694,3458.0,0.2414332926273346,0.12443005293607712
7298271,4796074,5338059,11646,4751,1989,6802,1994,6895,4844,0.0,0.0,71,30.0,5,5,63,707.0,0.16318073868751526,0.11428181827068329
7300580,5556654,6932318,11653,7565,1996,10827,2005,4088,826,0.0,0.0,10,1.0,9,9,434,826.0,0.637259304523468,0.37557321786880493
7302628,6347124,5418732,11653,9539,2002,7082,1995,2114,4571,0.0,0.0,7,10.0,5,4,35,637.0,0.42899277806282043,0.19639068841934204
7302157,6335831,4771531,11653,9497,2002,4646,1988,2156,7007,1.0,0.0,19,16.0,13,3,7,1029.0,0.39054542779922485,0.2659986615180969
7299881,5507343,6486530,11653,7411,1996,9826,2002,4242,1827,1.0,0.0,76,8.0,6,40,21,105.0,0.3705984055995941,0.2367655485868454
7304787,6683333,5197247,11660,10253,2004,6298,1993,1407,5362,0.0,0.0,38,8.0,148,4,56,308.0,0.39298301935195923,0.17270459234714508
7305348,5410474,4366291,11660,7054,1995,2553,1982,4606,9107,0.5,0.0,21,7.0,1,2,14,7357.0,0.3115883469581604,0.19926203787326813
7305549,6408390,7035926,11660,9665,2002,11072,2006,1995,588,1.0,1.0,15,2.0,26,32,7,294.0,0.16084586083889008,0.2516646087169647
7306747,5998521,5368644,11667,8741,1999,6907,1994,2926,4760,0.0,0.0,7,2.0,13,9,392,1155.0,0.38344302773475647,0.10597346723079681
7308087,6092053,6837234,11667,8965,2000,10596,2005,2702,1071,0.0,0.0,44,1.0,5,30,7,1071.0,0.5364112257957458,0.22129617631435394
7306619,6846317,4021346,11667,10617,2005,488,1977,1050,11179,1.0,0.0,6,7.0,6,1,126,3493.0,0.4219697117805481,0.26332777738571167
7308110,5721788,4948471,11667,8090,1998,5339,1990,3577,6328,0.0,0.0,279,3.0,9,4,7,5257.0,0.5204097032546997,-0.04413651302456856
7306624,5769816,5996593,11667,8209,1998,8741,1999,3458,2926,1.0,0.0,209,7.0,19,6,0,1386.0,0.5092147588729858,0.19105671346187592
7308498,6360254,4446376,11667,9574,2002,3043,1984,2093,8624,1.0,0.0,59,6.0,5,2,7,378.0,0.4645801782608032,0.20594613254070282
7308242,4220977,5460353,11667,1706,1980,7236,1995,9961,4431,1.0,0.0,43,18.0,2,6,35,539.0,0.31010645627975464,0.23747371137142181
7306158,5845267,6675737,11667,8370,1998,10239,2004,3297,1428,0.0,0.0,106,1.0,4,2,7,1428.0,0.2841695547103882,0.22465988993644714
7307816,5680275,5763110,11667,7964,1997,8195,1998,3703,3472,1.0,0.0,13,5.0,6,4,441,140.0,0.770439863204956,0.3306620121002197
7307007,5648277,4846072,11667,7866,1997,4940,1989,3801,6727,1.0,0.0,148,3.0,5,1,7,2618.0,0.4430491626262665,0.12644091248512268
7311442,4655737,4913646,11681,4114,1987,5206,1990,7567,6475,0.0,0.0,15,2.0,1,3,315,3437.0,0.24449403584003448,0.403719425201416
7313715,5991850,4707095,11681,8727,1999,4338,1987,2954,7343,1.0,0.0,5,2.0,11,1,350,3066.0,0.5934553742408752,0.19580601155757904
7311411,6761468,4681454,11681,10421,2004,4219,1987,1260,7462,1.0,0.0,2,8.0,2,4,322,112.0,0.5619391202926636,0.4422321021556854
7312162,4778561,4308292,11681,4674,1988,2189,1981,7007,9492,0.0,0.0,80,5.0,39,3,0,6433.0,0.3351183831691742,0.3010364770889282
7313430,4803976,4720015,11681,4793,1989,4401,1988,6888,7280,1.0,0.0,59,6.0,6,1,49,1043.0,0.5077563524246216,0.18683169782161713
7312632,5724276,5930235,11681,8097,1998,8608,1999,3584,3073,0.0,0.0,39,15.0,4,4,147,98.0,0.42480283975601196,0.3476376533508301
7311831,5102547,5102627,11681,5941,1992,5941,1992,5740,5740,0.0,0.0,10,6.0,1,5,35,2226.0,0.4594692289829254,0.23143687844276428
7311470,4260296,5693408,11681,1923,1981,8006,1997,9758,3675,0.5,0.0,25,5.0,2,9,301,2128.0,0.393377423286438,0.16720984876155853
7311205,5448844,3989873,11681,7194,1995,306,1976,4487,11375,0.5,0.0,19,10.0,1,3,112,392.0,0.26954495906829834,0.25800901651382446
7312762,5471224,4226947,11681,7271,1995,1741,1980,4410,9940,1.0,0.0,21,3.0,3,2,147,2954.0,0.4385553300380707,0.04261723533272743
7313915,5887484,4369577,11688,8489,1999,2581,1983,3199,9107,0.0,0.0,30,8.0,6,3,133,3213.0,0.20302660763263702,0.3477010726928711
7314285,5337190,4082595,11688,6795,1994,824,1978,4893,10864,1.0,0.0,21,17.0,3,1,28,427.0,0.5938833951950073,0.1935337334871292
7313936,6601415,5872117,11688,10078,2003,8447,1999,1610,3241,1.0,0.0,8,5.0,10,5,196,203.0,0.580053985118866,0.06788206845521927
7314402,5853317,5243199,11688,8398,1998,6459,1993,3290,5229,1.0,0.0,39,18.0,4,5,301,1862.0,0.7227873802185059,0.27458664774894714
7317697,6751298,5808896,11695,10393,2004,8293,1998,1302,3402,1.0,0.0,3,6.0,10,3,567,343.0,0.2956617772579193,0.23434992134571075
7317841,4692806,4942543,11695,4268,1987,5311,1990,7427,6384,0.0,0.5,70,2.0,5,9,343,2646.0,0.4402591288089752,0.14298518002033234
7317633,6570211,4409362,11695,10008,2003,2840,1983,1687,8855,0.5,0.0,9,2.0,9,3,231,5005.0,0.2996687889099121,0.12694087624549866
7317233,6417078,4867799,11695,9686,2002,5010,1989,2009,6685,0.5,0.0,28,13.0,17,4,0,588.0,0.32671478390693665,0.320239782333374
7318141,5717903,5799619,11695,8076,1998,8279,1998,3619,3416,1.0,0.0,65,3.0,4,7,14,2583.0,0.44475001096725464,0.18038663268089294
7318617,6375055,5243710,11702,9609,2002,6466,1993,2093,5236,1.0,0.0,20,7.0,14,2,280,1449.0,0.6162405014038086,0.2798951268196106
7320069,6415031,4217863,11702,9679,2002,1692,1980,2023,10010,0.5,0.0,34,10.0,3,7,42,5670.0,0.6121664047241211,0.07667608559131622
7319319,5815091,4623987,11702,8307,1998,3974,1986,3395,7728,0.0,0.0,41,5.0,16,5,35,4837.0,0.5172461271286011,0.3647814095020294
7321096,7179996,5325371,11709,11373,2007,6753,1994,336,4956,0.0,0.0,1,5.0,4,7,336,105.0,0.3342679440975189,0.28670594096183777
7322994,6110187,5680793,11716,9007,2000,7971,1997,2709,3745,1.0,0.0,61,1.0,28,1,56,3745.0,0.4674610495567322,0.2843106687068939
7324528,5953405,4905482,11716,8657,1999,5178,1990,3059,6538,1.0,0.0,23,4.0,5,3,63,420.0,0.378256618976593,0.15263985097408295
7323140,5883211,4093334,11716,8475,1999,887,1978,3241,10829,0.0,0.0,14,6.0,6,1,133,4158.0,0.17725439369678497,0.28700459003448486
7326865,4143254,6441928,11723,1160,1979,9735,2002,10563,1988,1.0,0.0,4,2.0,1,5,2079,434.0,0.4824140667915344,0.15719249844551086
7327783,4945505,6849803,11723,5325,1990,10624,2005,6398,1099,0.0,0.0,15,8.0,4,8,679,273.0,0.5837909579277039,0.1564766764640808
7328233,5768506,4429198,11723,8202,1998,2952,1984,3521,8771,1.0,0.0,48,5.0,5,2,231,4368.0,0.4387146830558777,0.19515284895896912
7325813,6851682,4839011,11723,10631,2005,4912,1989,1092,6811,0.3333333333333333,0.0,1,17.0,15,5,1092,980.0,0.7227323651313782,0.14413243532180786
7330096,6370884,4490981,11730,9602,2002,3288,1985,2128,8442,0.0,0.0,8,16.0,10,2,49,210.0,0.14988546073436737,0.22616180777549744
7330193,6606166,4194703,11730,10085,2003,1545,1980,1645,10185,0.25,0.0,1,24.0,6,1,1645,119.0,0.6481114029884338,0.06747434288263321
7330818,5884271,4332663,11730,8475,1999,2343,1982,3255,9387,1.0,0.0,110,5.0,39,4,7,217.0,0.21061386168003082,0.09343186765909195
7328851,6970259,6752244,11730,10925,2005,10400,2004,805,1330,1.0,0.0,3,1.0,12,13,105,1330.0,0.31065258383750916,0.2506689131259918
7329279,4501030,4055133,11730,3344,1985,663,1977,8386,11067,1.0,0.0,58,11.0,2,1,28,525.0,0.4821113646030426,0.28300362825393677
7332540,5104921,4021527,11737,5948,1992,488,1977,5789,11249,1.0,0.0,22,13.0,17,1,175,1638.0,0.48399588465690613,0.2113552689552307
7334124,5819045,5302599,11737,8314,1998,6676,1994,3423,5061,0.0,0.0,15,6.0,10,3,448,112.0,0.19751296937465668,0.010464686900377274
7333130,4857998,4750490,11737,4975,1989,4548,1988,6762,7189,1.0,0.0,35,14.0,5,2,112,1078.0,0.5518715977668762,0.16621844470500946
7331454,7150345,4100094,11737,11310,2006,922,1978,427,10815,0.3333333333333333,0.0,1,16.0,4,1,427,2135.0,0.4982934594154358,0.16925650835037231
7334773,6783114,4989276,11744,10470,2004,5514,1991,1274,6230,1.0,0.0,1,1.0,36,3,1274,6230.0,0.613808274269104,0.3891424238681793
7334581,5059208,6154151,11744,5773,1991,9098,2000,5971,2646,1.0,0.0,17,11.0,2,15,623,35.0,0.4897523522377014,0.16664014756679535
7334389,5269137,3978923,11744,6557,1993,250,1976,5187,11494,1.0,0.0,8,8.0,4,1,1379,6111.0,0.4398127496242523,0.3220110535621643
7334386,5481852,4341032,11744,7313,1996,2399,1982,4431,9345,1.0,0.0,28,2.0,4,2,7,5425.0,0.27283620834350586,0.15062987804412842
7335029,6717797,4161781,11744,10323,2004,1293,1979,1421,10451,0.0,0.0,2,24.0,7,2,952,399.0,0.44053539633750916,0.3303636312484741
7338440,4947896,4184056,11751,5339,1990,1475,1980,6412,10276,0.0,0.0,29,6.0,7,2,490,2030.0,0.7867517471313477,0.2556259334087372
7340400,5563579,4895620,11751,7586,1996,5136,1990,4165,6615,0.0,0.0,33,5.0,10,3,35,231.0,0.7135826349258423,0.07524057477712631
7338550,5240312,4226554,11751,6452,1993,1741,1980,5299,10010,0.0,0.0,2,13.0,4,1,2786,1470.0,0.25099295377731323,0.37771013379096985
7338496,5507832,5609631,11751,7411,1996,7740,1997,4340,4011,1.0,1.0,7,5.0,14,4,203,273.0,0.3598272502422333,0.22453951835632324
7339502,5740201,4832659,11751,8139,1998,4891,1989,3612,6860,0.0,0.0,18,2.0,7,3,175,3066.0,0.5357103943824768,0.2826332151889801
7338044,6250632,7110143,11751,9308,2001,11219,2006,2443,532,1.0,0.0,34,1.0,20,9,35,532.0,0.7334209084510803,0.24556393921375275
7341598,4309994,4266804,11758,2203,1982,1958,1981,9555,9800,1.0,0.0,56,5.0,3,1,0,224.0,0.3947639763355255,0.20509672164916992
7343291,5467134,6716666,11758,7257,1995,10323,2004,4501,1435,0.0,0.0,70,2.0,6,6,7,798.0,0.4933532178401947,0.07803148031234741
7346798,6359815,4371672,11765,9574,2002,2588,1983,2191,9177,0.0,0.0,18,6.0,2,1,112,4592.0,0.47258323431015015,0.25355347990989685
re40156,6063079,5749212,11765,8902,2000,8167,1998,2863,3598,1.0,0.0,49,7.0,125,13,28,2170.0,0.5062751173973083,0.11993225663900375
7345670,6217444,6945383,11765,9238,2001,10855,2005,2527,910,0.0,0.0,16,2.0,9,27,119,287.0,0.33795517683029175,0.2001650184392929
7346722,5754807,6667000,11765,8174,1998,10218,2003,3591,1547,1.0,0.0,15,1.0,26,5,658,1547.0,0.5525188446044922,0.14327511191368103
7343920,5972024,6644049,11765,8699,1999,10176,2003,3066,1589,0.0,0.0,31,7.0,8,6,84,133.0,0.454683393239975,0.07872114330530167
7345822,5699194,4169129,11765,8020,1997,1363,1979,3745,10402,1.0,0.0,52,3.0,13,1,84,7973.0,0.6923331022262573,0.2052251398563385
7346744,6148378,5040353,11765,9084,2000,5710,1991,2681,6055,1.0,0.0,16,9.0,3,9,21,833.0,0.5068669319152832,0.08657531440258026
7344956,6075280,6452502,11765,8930,2000,9756,2002,2835,2009,1.0,0.0,24,10.0,4,8,644,49.0,0.46919554471969604,0.29471418261528015
7346374,5751251,6515067,11765,8167,1998,9896,2003,3598,1869,0.0,0.0,3,2.0,17,42,1519,259.0,0.23575688898563385,0.06799238175153732
7349532,5099507,4674107,11772,5927,1992,4184,1987,5845,7588,1.0,0.0,40,22.0,3,6,98,42.0,0.4949406087398529,0.2803744673728943
7353313,5867480,5675368,11779,8433,1999,7950,1997,3346,3829,0.3333333333333333,0.0,29,2.0,5,4,21,1792.0,0.26838311553001404,0.12050823122262955
7350417,7194901,5059838,11779,11408,2007,5773,1991,371,6006,1.0,0.0,1,21.0,25,9,371,2100.0,0.683665931224823,0.26507505774497986
7351421,6103255,5711191,11779,8993,2000,8062,1998,2786,3717,0.3333333333333333,0.0,21,2.0,14,7,28,1554.0,0.3193182051181793,0.052503205835819244
7350311,4618378,4655849,11779,3946,1986,4114,1987,7833,7665,0.5,0.0,2,15.0,2,5,238,98.0,0.550168514251709,0.2960580587387085
7352220,4547719,5649378,11779,3575,1985,7873,1997,8204,3906,0.0,0.0,14,11.0,6,4,525,126.0,0.4089817702770233,0.09118318557739258
7352373,4675532,4015223,11779,4191,1987,453,1977,7588,11326,0.0,0.0,35,19.0,3,1,581,147.0,0.24372205138206482,0.27975964546203613
7352492,7064860,6886177,11779,11128,2006,10708,2005,651,1071,0.5,0.0,3,4.0,7,5,91,322.0,0.42584705352783203,0.24638204276561737
7352374,6466618,5196791,11779,9784,2002,6291,1993,1995,5488,0.0,0.0,31,16.0,28,9,14,1652.0,0.4642114043235779,0.12985749542713165
7354118,6450587,5142556,11786,9756,2002,6081,1992,2030,5705,1.0,0.0,9,9.0,31,3,133,154.0,0.5031511783599854,0.19127510488033295
